referee	The referee stopped the match because of heavy rain.	審判は大雨のため試合を止めた。
registration	Online registration closes at midnight.	オンライン登録は深夜に締め切られる。
regulate	The body helps regulate its own temperature.	身体は自らの体温を調節する。
reinforce	Extra supports reinforce the old bridge.	追加の支柱が古い橋を補強している。
remarkably	The patient recovered remarkably quickly.	その患者は驚くほど速く回復した。
reporting	Accurate reporting builds public trust.	正確な報道は社会の信頼を築く。
restriction	The city introduced a restriction on car traffic.	市は自動車交通への制限を導入した。
rob	Two people tried to rob the small shop.	2人がその小さな店を襲って金品を奪おうとした。
romance	The novel combines mystery with romance.	その小説は謎と恋愛を組み合わせている。
sailor	Each sailor wore a life jacket on deck.	船員は甲板でそれぞれ救命胴衣を着ていた。
screening	Early screening can detect the disease.	早期検診でその病気を発見できる。
sculpture	A stone sculpture stands in the garden.	庭に石の彫刻が立っている。
secondly	Secondly, we must consider the environmental cost.	第二に、環境上の費用を考えなければならない。
seeker	Each job seeker received help with applications.	求職者はそれぞれ応募の支援を受けた。
seminar	The professor led a seminar on climate policy.	教授は気候政策についてのゼミを行った。
settler	Each early settler faced a difficult winter.	初期の入植者は皆、厳しい冬に直面した。
short-term	The loan provides short-term support for small firms.	その融資は小企業へ短期的な支援を提供する。
significance	Few people understood the significance of the discovery.	その発見の重要性を理解した人は少なかった。
similarity	The similarity between the two designs is striking.	その2つの設計の類似は目を引く。
skull	The helmet protects the skull from injury.	ヘルメットは頭蓋骨をけがから守る。
slogan	The campaign uses a simple and memorable slogan.	その運動は簡潔で覚えやすい標語を使う。
specialize	The clinic will specialize in sports injuries.	その診療所はスポーツ外傷を専門にする。
speculate	Experts refuse to speculate about the cause.	専門家は原因について推測することを拒んでいる。
speculation	The announcement ended months of speculation.	その発表で数か月の憶測が終わった。
spokesperson	A company spokesperson answered reporters' questions.	会社の報道担当者が記者の質問に答えた。
spokeswoman	The spokeswoman announced a change in policy.	女性報道官が方針変更を発表した。
sponsor	A local bank agreed to sponsor the festival.	地元銀行が祭りの支援者になることに同意した。
sponsorship	Corporate sponsorship covered the event costs.	企業の後援がイベント費用をまかなった。
sporting	The city will host several sporting events.	その都市はいくつかのスポーツ行事を開催する。
stance	The minister softened her stance on the proposal.	大臣はその提案への立場を和らげた。
stunning	The hotel offers a stunning view of the bay.	そのホテルから湾の見事な景色が見える。
subsequent	Subsequent tests confirmed the first result.	その後の検査が最初の結果を確認した。
subsequently	He moved abroad and subsequently started a business.	彼は海外へ移り、その後事業を始めた。
sufficiently	The room is sufficiently large for the group.	その部屋はグループに十分な広さがある。
technological	Rapid technological change creates new kinds of work.	急速な技術変化は新しい仕事を生む。
teenage	She wrote the song during her teenage years.	彼女は10代の頃にその歌を書いた。
temporarily	The museum is temporarily closed for repairs.	博物館は修理のため一時的に閉鎖している。
terrify	Sudden loud noises terrify the young dog.	突然の大きな音はその子犬を怖がらせる。
testing	The product is ready for safety testing.	その製品は安全試験の準備ができている。
therapist	The therapist taught him exercises for his shoulder.	治療専門家は肩の運動を教えた。
therefore	The evidence was weak; therefore, the case was closed.	証拠が弱かったため、その事件は終了した。
timing	Good timing was essential to the rescue.	適切なタイミングが救助に不可欠だった。
tonne	The truck can carry one tonne of material.	そのトラックは1トンの資材を運べる。
tragic	The accident had a tragic outcome.	その事故は悲惨な結果になった。
transform	The project could transform the local economy.	その事業は地域経済を変える可能性がある。
traveller	Each traveller must complete an arrival form.	旅行者はそれぞれ到着用紙に記入しなければならない。
trillion	The country's economy is worth over a trillion dollars.	その国の経済規模は1兆ドルを超える。
tube	The cream comes in a small tube.	そのクリームは小さなチューブに入っている。
typically	The journey typically takes about two hours.	その旅は通常約2時間かかる。
tyre	We replaced the damaged tyre before leaving.	出発前に傷んだタイヤを交換した。
unacceptable	The level of pollution is completely unacceptable.	その汚染水準はまったく容認できない。
uncertainty	Economic uncertainty reduced business investment.	経済の不確実性が企業投資を減らした。
unity	The crisis created a strong sense of unity.	危機によって強い連帯感が生まれた。
upwards	Prices continued to move upwards throughout the year.	価格は年を通して上昇し続けた。
variation	There is considerable variation in regional prices.	地域の価格にはかなりのばらつきがある。
venue	The organizers changed the venue at short notice.	主催者は直前に会場を変更した。
viewer	Each viewer can choose subtitles or audio description.	視聴者は字幕か音声解説を選べる。
viewpoint	The article presents the issue from a local viewpoint.	その記事は問題を地域の観点から示している。
virtual	The team held a virtual meeting online.	チームはオンラインで仮想会議を開いた。
visual	A visual diagram makes the process easier to understand.	視覚的な図で手順が理解しやすくなる。
welfare	The policy aims to protect children's welfare.	その政策は子どもの福祉を守ることを目指す。
whereas	This room is bright, whereas the other is rather dark.	この部屋は明るいが、もう一方はかなり暗い。
whom	The person whom you contacted is on leave.	あなたが連絡した人は休暇中だ。
wildlife	The law protects wildlife from illegal hunting.	その法律は野生生物を違法な狩猟から守る。
workforce	Women now make up half of the workforce.	現在、女性が労働力の半分を占める。
workshop	The library held a writing workshop for teenagers.	図書館は10代向けの作文講座を開いた。
worldwide	The service is now available worldwide.	そのサービスは今では世界中で利用できる。
# 多義語・固有名詞一致・派生形一致を避けるための文脈校正
mount	The technician will mount the screen securely on the wall.	技術者がスクリーンを壁にしっかり取り付ける。
musical	She showed remarkable musical talent at an early age.	彼女は幼い頃から素晴らしい音楽的才能を示した。
moving	Her speech was a moving tribute to the volunteers.	彼女のスピーチはボランティアへの感動的な賛辞だった。
opening	The gallery attracted a large crowd on its opening day.	その画廊は開館日に大勢の人を集めた。
planning	Careful planning helped the event run smoothly.	入念な計画のおかげで行事は順調に進んだ。
pin	Use a pin to attach the notice to the board.	留め針を使って掲示を板に留めてください。
pointed	She asked a pointed question about the missing funds.	彼女は行方不明の資金について鋭い質問をした。
reckon	I reckon the repairs will take about a week.	修理には1週間ほどかかると思う。
relaxing	A warm bath can be very relaxing after work.	仕事の後の温かい風呂はとてもリラックスできる。
resign	She decided to resign from her position last month.	彼女は先月、職を辞することにした。
self	Travel helped him develop a stronger sense of self.	旅を通じて彼はより確かな自己意識を育てた。
silver	She wore a simple silver necklace to the ceremony.	彼女は式典にシンプルな銀のネックレスを着けた。
soft	This blanket feels soft and warm against the skin.	この毛布は肌触りが柔らかく暖かい。
spending	Public spending on healthcare increased last year.	医療への公的支出は昨年増加した。
super	The new camera is super easy to use.	その新しいカメラはとても使いやすい。
tap	The kitchen tap has been leaking since yesterday.	台所の蛇口は昨日から水漏れしている。
thinking	Critical thinking is an essential academic skill.	批判的思考は重要な学術技能だ。
trick	The magician taught us a simple card trick.	その手品師は私たちに簡単なカード手品を教えた。
unit	Each apartment has its own air-conditioning unit.	各住戸には専用の空調設備がある。
united	The community remained united during the crisis.	地域社会は危機の間も団結していた。
upon	Upon arrival, please report to the reception desk.	到着したら受付に申し出てください。
van	They loaded the equipment into a delivery van.	彼らは機材を配送用バンに積み込んだ。
warming	Global warming is changing weather patterns worldwide.	地球温暖化は世界中の気象パターンを変えている。
way	The second option is way more expensive than the first.	2つ目の選択肢は1つ目よりはるかに高い。
